"Race","Age.Group","Year.of.diagnosis","Sex","Count"
"Unspecified","30-34 years","1993-1995","Male and female",0
"Unspecified","30-34 years","1993-1995","Male",0
"Unspecified","30-34 years","1993-1995","Female",0
"Unspecified","30-34 years","1993-1995","Male and female",0
"Unspecified","30-34 years","1993-1995","Male",0
"Unspecified","30-34 years","1993-1995","Female",0
"Unspecified","30-34 years","1996-1998","Male and female",0
"Unspecified","30-34 years","1996-1998","Male",0
"Unspecified","30-34 years","1996-1998","Female",0
"Unspecified","30-34 years","1996-1998","Male and female",0
"Unspecified","30-34 years","1996-1998","Male",0
"Unspecified","30-34 years","1996-1998","Female",0
"Unspecified","30-34 years","1996-1998","Male and female",1
"Unspecified","30-34 years","1996-1998","Male",1
"Unspecified","30-34 years","1996-1998","Female",0
"Unspecified","30-34 years","1999-2001","Male and female",0
"Unspecified","30-34 years","1999-2001","Male",0
"Unspecified","30-34 years","1999-2001","Female",0
"Unspecified","30-34 years","1999-2001","Male and female",0
"Unspecified","30-34 years","1999-2001","Male",0
"Unspecified","30-34 years","1999-2001","Female",0
"Unspecified","30-34 years","1999-2001","Male and female",1
"Unspecified","30-34 years","1999-2001","Male",1
"Unspecified","30-34 years","1999-2001","Female",0
"Unspecified","30-34 years","2002-2004","Male and female",1
"Unspecified","30-34 years","2002-2004","Male",1
"Unspecified","30-34 years","2002-2004","Female",0
"Unspecified","30-34 years","2002-2004","Male and female",0
"Unspecified","30-34 years","2002-2004","Male",0
"Unspecified","30-34 years","2002-2004","Female",0
"Unspecified","30-34 years","2002-2004","Male and female",0
"Unspecified","30-34 years","2002-2004","Male",0
"Unspecified","30-34 years","2002-2004","Female",0
"Unspecified","30-34 years","2005-2007","Male and female",0
"Unspecified","30-34 years","2005-2007","Male",0
"Unspecified","30-34 years","2005-2007","Female",0
"Unspecified","30-34 years","2005-2007","Male and female",1
"Unspecified","30-34 years","2005-2007","Male",0
"Unspecified","30-34 years","2005-2007","Female",1
"Unspecified","30-34 years","2005-2007","Male and female",0
"Unspecified","30-34 years","2005-2007","Male",0
"Unspecified","30-34 years","2005-2007","Female",0
"Unspecified","30-34 years","2008-2010","Male and female",0
"Unspecified","30-34 years","2008-2010","Male",0
"Unspecified","30-34 years","2008-2010","Female",0
"Unspecified","30-34 years","2008-2010","Male and female",0
"Unspecified","30-34 years","2008-2010","Male",0
"Unspecified","30-34 years","2008-2010","Female",0
"Unspecified","30-34 years","2008-2010","Male and female",0
"Unspecified","30-34 years","2008-2010","Male",0
"Unspecified","30-34 years","2008-2010","Female",0
"Unspecified","30-34 years","2011-2013","Male and female",0
"Unspecified","30-34 years","2011-2013","Male",0
"Unspecified","30-34 years","2011-2013","Female",0
"Unspecified","30-34 years","2011-2013","Male and female",2
"Unspecified","30-34 years","2011-2013","Male",0
"Unspecified","30-34 years","2011-2013","Female",2
"Unspecified","30-34 years","2011-2013","Male and female",1
"Unspecified","30-34 years","2011-2013","Male",1
"Unspecified","30-34 years","2011-2013","Female",0
"Unspecified","30-34 years","2014-2016","Male and female",0
"Unspecified","30-34 years","2014-2016","Male",0
"Unspecified","30-34 years","2014-2016","Female",0
"Unspecified","30-34 years","2014-2016","Male and female",3
"Unspecified","30-34 years","2014-2016","Male",2
"Unspecified","30-34 years","2014-2016","Female",1
"Unspecified","30-34 years","2014-2016","Male and female",0
"Unspecified","30-34 years","2014-2016","Male",0
"Unspecified","30-34 years","2014-2016","Female",0
"Unspecified","30-34 years","2017-2019","Male and female",2
"Unspecified","30-34 years","2017-2019","Male",1
"Unspecified","30-34 years","2017-2019","Female",1
"Unspecified","30-34 years","2017-2019","Male and female",2
"Unspecified","30-34 years","2017-2019","Male",0
"Unspecified","30-34 years","2017-2019","Female",2
"Unspecified","30-34 years","2017-2019","Male and female",4
"Unspecified","30-34 years","2017-2019","Male",2
"Unspecified","30-34 years","2017-2019","Female",2
"Unspecified","35-39 years","1975-2019","Male and female",22
"Unspecified","35-39 years","1975-2019","Male",13
"Unspecified","35-39 years","1975-2019","Female",9
"Unspecified","35-39 years","1975-1977","Male and female",1
"Unspecified","35-39 years","1975-1977","Male",0
"Unspecified","35-39 years","1975-1977","Female",1
"Unspecified","35-39 years","1975-1977","Male and female",0
"Unspecified","35-39 years","1975-1977","Male",0
"Unspecified","35-39 years","1975-1977","Female",0
"Unspecified","35-39 years","1975-1977","Male and female",0
"Unspecified","35-39 years","1975-1977","Male",0
"Unspecified","35-39 years","1975-1977","Female",0
"Unspecified","35-39 years","1978-1980","Male and female",0
"Unspecified","35-39 years","1978-1980","Male",0
"Unspecified","35-39 years","1978-1980","Female",0
"Unspecified","35-39 years","1978-1980","Male and female",0
"Unspecified","35-39 years","1978-1980","Male",0
"Unspecified","35-39 years","1978-1980","Female",0
"Unspecified","35-39 years","1978-1980","Male and female",0
"Unspecified","35-39 years","1978-1980","Male",0
"Unspecified","35-39 years","1978-1980","Female",0
"Unspecified","35-39 years","1981-1983","Male and female",0
"Unspecified","35-39 years","1981-1983","Male",0
"Unspecified","35-39 years","1981-1983","Female",0
"Unspecified","35-39 years","1981-1983","Male and female",0
"Unspecified","35-39 years","1981-1983","Male",0
"Unspecified","35-39 years","1981-1983","Female",0
"Unspecified","35-39 years","1981-1983","Male and female",0
"Unspecified","35-39 years","1981-1983","Male",0
"Unspecified","35-39 years","1981-1983","Female",0
"Unspecified","35-39 years","1984-1986","Male and female",0
"Unspecified","35-39 years","1984-1986","Male",0
"Unspecified","35-39 years","1984-1986","Female",0
"Unspecified","35-39 years","1984-1986","Male and female",0
"Unspecified","35-39 years","1984-1986","Male",0
"Unspecified","35-39 years","1984-1986","Female",0
"Unspecified","35-39 years","1984-1986","Male and female",0
"Unspecified","35-39 years","1984-1986","Male",0
"Unspecified","35-39 years","1984-1986","Female",0
"Unspecified","35-39 years","1987-1989","Male and female",1
"Unspecified","35-39 years","1987-1989","Male",0
"Unspecified","35-39 years","1987-1989","Female",1
"Unspecified","35-39 years","1987-1989","Male and female",0
"Unspecified","35-39 years","1987-1989","Male",0
"Unspecified","35-39 years","1987-1989","Female",0
"Unspecified","35-39 years","1987-1989","Male and female",0
"Unspecified","35-39 years","1987-1989","Male",0
"Unspecified","35-39 years","1987-1989","Female",0
"Unspecified","35-39 years","1990-1992","Male and female",0
"Unspecified","35-39 years","1990-1992","Male",0
"Unspecified","35-39 years","1990-1992","Female",0
"Unspecified","35-39 years","1990-1992","Male and female",0
"Unspecified","35-39 years","1990-1992","Male",0
"Unspecified","35-39 years","1990-1992","Female",0
"Unspecified","35-39 years","1990-1992","Male and female",0
"Unspecified","35-39 years","1990-1992","Male",0
"Unspecified","35-39 years","1990-1992","Female",0
"Unspecified","35-39 years","1993-1995","Male and female",0
"Unspecified","35-39 years","1993-1995","Male",0
"Unspecified","35-39 years","1993-1995","Female",0
"Unspecified","35-39 years","1993-1995","Male and female",1
"Unspecified","35-39 years","1993-1995","Male",1
"Unspecified","35-39 years","1993-1995","Female",0
"Unspecified","35-39 years","1993-1995","Male and female",0
"Unspecified","35-39 years","1993-1995","Male",0
"Unspecified","35-39 years","1993-1995","Female",0
"Unspecified","35-39 years","1996-1998","Male and female",2
"Unspecified","35-39 years","1996-1998","Male",1
"Unspecified","35-39 years","1996-1998","Female",1
"Unspecified","35-39 years","1996-1998","Male and female",0
"Unspecified","35-39 years","1996-1998","Male",0
"Unspecified","35-39 years","1996-1998","Female",0
"Unspecified","35-39 years","1996-1998","Male and female",0
"Unspecified","35-39 years","1996-1998","Male",0
"Unspecified","35-39 years","1996-1998","Female",0
"Unspecified","35-39 years","1999-2001","Male and female",1
"Unspecified","35-39 years","1999-2001","Male",1
"Unspecified","35-39 years","1999-2001","Female",0
"Unspecified","35-39 years","1999-2001","Male and female",0
"Unspecified","35-39 years","1999-2001","Male",0
"Unspecified","35-39 years","1999-2001","Female",0
"Unspecified","35-39 years","1999-2001","Male and female",1
"Unspecified","35-39 years","1999-2001","Male",0
"Unspecified","35-39 years","1999-2001","Female",1
"Unspecified","35-39 years","2002-2004","Male and female",0
"Unspecified","35-39 years","2002-2004","Male",0
"Unspecified","35-39 years","2002-2004","Female",0
"Unspecified","35-39 years","2002-2004","Male and female",0
"Unspecified","35-39 years","2002-2004","Male",0
"Unspecified","35-39 years","2002-2004","Female",0
"Unspecified","35-39 years","2002-2004","Male and female",0
"Unspecified","35-39 years","2002-2004","Male",0
"Unspecified","35-39 years","2002-2004","Female",0
"Unspecified","35-39 years","2005-2007","Male and female",0
"Unspecified","35-39 years","2005-2007","Male",0
"Unspecified","35-39 years","2005-2007","Female",0
"Unspecified","35-39 years","2005-2007","Male and female",1
"Unspecified","35-39 years","2005-2007","Male",1
"Unspecified","35-39 years","2005-2007","Female",0
"Unspecified","35-39 years","2005-2007","Male and female",0
"Unspecified","35-39 years","2005-2007","Male",0
"Unspecified","35-39 years","2005-2007","Female",0
"Unspecified","35-39 years","2008-2010","Male and female",0
"Unspecified","35-39 years","2008-2010","Male",0
"Unspecified","35-39 years","2008-2010","Female",0
"Unspecified","35-39 years","2008-2010","Male and female",0
"Unspecified","35-39 years","2008-2010","Male",0
"Unspecified","35-39 years","2008-2010","Female",0
"Unspecified","35-39 years","2008-2010","Male and female",3
"Unspecified","35-39 years","2008-2010","Male",1
"Unspecified","35-39 years","2008-2010","Female",2
"Unspecified","35-39 years","2011-2013","Male and female",4
"Unspecified","35-39 years","2011-2013","Male",3
"Unspecified","35-39 years","2011-2013","Female",1
"Unspecified","35-39 years","2011-2013","Male and female",0
"Unspecified","35-39 years","2011-2013","Male",0
"Unspecified","35-39 years","2011-2013","Female",0
"Unspecified","35-39 years","2011-2013","Male and female",1
"Unspecified","35-39 years","2011-2013","Male",1
"Unspecified","35-39 years","2011-2013","Female",0
"Unspecified","35-39 years","2014-2016","Male and female",2
"Unspecified","35-39 years","2014-2016","Male",1
"Unspecified","35-39 years","2014-2016","Female",1
"Unspecified","35-39 years","2014-2016","Male and female",0
"Unspecified","35-39 years","2014-2016","Male",0
"Unspecified","35-39 years","2014-2016","Female",0
"Unspecified","35-39 years","2014-2016","Male and female",0
"Unspecified","35-39 years","2014-2016","Male",0
"Unspecified","35-39 years","2014-2016","Female",0
"Unspecified","35-39 years","2017-2019","Male and female",1
"Unspecified","35-39 years","2017-2019","Male",1
"Unspecified","35-39 years","2017-2019","Female",0
"Unspecified","35-39 years","2017-2019","Male and female",2
"Unspecified","35-39 years","2017-2019","Male",2
"Unspecified","35-39 years","2017-2019","Female",0
"Unspecified","35-39 years","2017-2019","Male and female",1
"Unspecified","35-39 years","2017-2019","Male",0
"Unspecified","35-39 years","2017-2019","Female",1
"Unspecified","40-44 years","1975-2019","Male and female",42
"Unspecified","40-44 years","1975-2019","Male",27
"Unspecified","40-44 years","1975-2019","Female",15
"Unspecified","40-44 years","1975-1977","Male and female",0
"Unspecified","40-44 years","1975-1977","Male",0
"Unspecified","40-44 years","1975-1977","Female",0
"Unspecified","40-44 years","1975-1977","Male and female",0
"Unspecified","40-44 years","1975-1977","Male",0
"Unspecified","40-44 years","1975-1977","Female",0
"Unspecified","40-44 years","1975-1977","Male and female",0
"Unspecified","40-44 years","1975-1977","Male",0
"Unspecified","40-44 years","1975-1977","Female",0
"Unspecified","40-44 years","1978-1980","Male and female",1
"Unspecified","40-44 years","1978-1980","Male",0
"Unspecified","40-44 years","1978-1980","Female",1
"Unspecified","40-44 years","1978-1980","Male and female",0
"Unspecified","40-44 years","1978-1980","Male",0
"Unspecified","40-44 years","1978-1980","Female",0
"Unspecified","40-44 years","1978-1980","Male and female",0
"Unspecified","40-44 years","1978-1980","Male",0
"Unspecified","40-44 years","1978-1980","Female",0
"Unspecified","40-44 years","1981-1983","Male and female",0
"Unspecified","40-44 years","1981-1983","Male",0
"Unspecified","40-44 years","1981-1983","Female",0
"Unspecified","40-44 years","1981-1983","Male and female",0
"Unspecified","40-44 years","1981-1983","Male",0
"Unspecified","40-44 years","1981-1983","Female",0
"Unspecified","40-44 years","1981-1983","Male and female",0
"Unspecified","40-44 years","1981-1983","Male",0
"Unspecified","40-44 years","1981-1983","Female",0
"Unspecified","40-44 years","1984-1986","Male and female",0
"Unspecified","40-44 years","1984-1986","Male",0
"Unspecified","40-44 years","1984-1986","Female",0
"Unspecified","40-44 years","1984-1986","Male and female",0
"Unspecified","40-44 years","1984-1986","Male",0
"Unspecified","40-44 years","1984-1986","Female",0
"Unspecified","40-44 years","1984-1986","Male and female",0
"Unspecified","40-44 years","1984-1986","Male",0
"Unspecified","40-44 years","1984-1986","Female",0
"Unspecified","40-44 years","1987-1989","Male and female",0
"Unspecified","40-44 years","1987-1989","Male",0
"Unspecified","40-44 years","1987-1989","Female",0
"Unspecified","40-44 years","1987-1989","Male and female",0
"Unspecified","40-44 years","1987-1989","Male",0
"Unspecified","40-44 years","1987-1989","Female",0
"Unspecified","40-44 years","1987-1989","Male and female",0
"Unspecified","40-44 years","1987-1989","Male",0
"Unspecified","40-44 years","1987-1989","Female",0
"Unspecified","40-44 years","1990-1992","Male and female",0
"Unspecified","40-44 years","1990-1992","Male",0
"Unspecified","40-44 years","1990-1992","Female",0
"Unspecified","40-44 years","1990-1992","Male and female",1
"Unspecified","40-44 years","1990-1992","Male",0
"Unspecified","40-44 years","1990-1992","Female",1
"Unspecified","40-44 years","1990-1992","Male and female",0
"Unspecified","40-44 years","1990-1992","Male",0
"Unspecified","40-44 years","1990-1992","Female",0
"Unspecified","40-44 years","1993-1995","Male and female",0
"Unspecified","40-44 years","1993-1995","Male",0
"Unspecified","40-44 years","1993-1995","Female",0
"Unspecified","40-44 years","1993-1995","Male and female",0
"Unspecified","40-44 years","1993-1995","Male",0
"Unspecified","40-44 years","1993-1995","Female",0
"Unspecified","40-44 years","1993-1995","Male and female",0
"Unspecified","40-44 years","1993-1995","Male",0
"Unspecified","40-44 years","1993-1995","Female",0
"Unspecified","40-44 years","1996-1998","Male and female",0
"Unspecified","40-44 years","1996-1998","Male",0
"Unspecified","40-44 years","1996-1998","Female",0
"Unspecified","40-44 years","1996-1998","Male and female",1
"Unspecified","40-44 years","1996-1998","Male",0
"Unspecified","40-44 years","1996-1998","Female",1
"Unspecified","40-44 years","1996-1998","Male and female",0
"Unspecified","40-44 years","1996-1998","Male",0
"Unspecified","40-44 years","1996-1998","Female",0
"Unspecified","40-44 years","1999-2001","Male and female",1
"Unspecified","40-44 years","1999-2001","Male",1
"Unspecified","40-44 years","1999-2001","Female",0
"Unspecified","40-44 years","1999-2001","Male and female",1
"Unspecified","40-44 years","1999-2001","Male",1
"Unspecified","40-44 years","1999-2001","Female",0
"Unspecified","40-44 years","1999-2001","Male and female",0
"Unspecified","40-44 years","1999-2001","Male",0
"Unspecified","40-44 years","1999-2001","Female",0
"Unspecified","40-44 years","2002-2004","Male and female",1
"Unspecified","40-44 years","2002-2004","Male",1
"Unspecified","40-44 years","2002-2004","Female",0
"Unspecified","40-44 years","2002-2004","Male and female",1
"Unspecified","40-44 years","2002-2004","Male",0
"Unspecified","40-44 years","2002-2004","Female",1
"Unspecified","40-44 years","2002-2004","Male and female",1
"Unspecified","40-44 years","2002-2004","Male",1
"Unspecified","40-44 years","2002-2004","Female",0
"Unspecified","40-44 years","2005-2007","Male and female",0
"Unspecified","40-44 years","2005-2007","Male",0
"Unspecified","40-44 years","2005-2007","Female",0
"Unspecified","40-44 years","2005-2007","Male and female",0
"Unspecified","40-44 years","2005-2007","Male",0
"Unspecified","40-44 years","2005-2007","Female",0
"Unspecified","40-44 years","2005-2007","Male and female",2
"Unspecified","40-44 years","2005-2007","Male",1
"Unspecified","40-44 years","2005-2007","Female",1
"Unspecified","40-44 years","2008-2010","Male and female",1
"Unspecified","40-44 years","2008-2010","Male",0
"Unspecified","40-44 years","2008-2010","Female",1
"Unspecified","40-44 years","2008-2010","Male and female",2
"Unspecified","40-44 years","2008-2010","Male",2
"Unspecified","40-44 years","2008-2010","Female",0
"Unspecified","40-44 years","2008-2010","Male and female",3
"Unspecified","40-44 years","2008-2010","Male",2
"Unspecified","40-44 years","2008-2010","Female",1
"Unspecified","40-44 years","2011-2013","Male and female",2
"Unspecified","40-44 years","2011-2013","Male",1
"Unspecified","40-44 years","2011-2013","Female",1
"Unspecified","40-44 years","2011-2013","Male and female",0
"Unspecified","40-44 years","2011-2013","Male",0
"Unspecified","40-44 years","2011-2013","Female",0
"Unspecified","40-44 years","2011-2013","Male and female",3
"Unspecified","40-44 years","2011-2013","Male",2
"Unspecified","40-44 years","2011-2013","Female",1
"Unspecified","40-44 years","2014-2016","Male and female",7
"Unspecified","40-44 years","2014-2016","Male",5
"Unspecified","40-44 years","2014-2016","Female",2
"Unspecified","40-44 years","2014-2016","Male and female",3
"Unspecified","40-44 years","2014-2016","Male",2
"Unspecified","40-44 years","2014-2016","Female",1
"Unspecified","40-44 years","2014-2016","Male and female",1
"Unspecified","40-44 years","2014-2016","Male",1
"Unspecified","40-44 years","2014-2016","Female",0
"Unspecified","40-44 years","2017-2019","Male and female",2
"Unspecified","40-44 years","2017-2019","Male",2
"Unspecified","40-44 years","2017-2019","Female",0
"Unspecified","40-44 years","2017-2019","Male and female",3
"Unspecified","40-44 years","2017-2019","Male",2
"Unspecified","40-44 years","2017-2019","Female",1
"Unspecified","40-44 years","2017-2019","Male and female",5
"Unspecified","40-44 years","2017-2019","Male",3
"Unspecified","40-44 years","2017-2019","Female",2
"Unspecified","45-49 years","1975-2019","Male and female",51
"Unspecified","45-49 years","1975-2019","Male",30
"Unspecified","45-49 years","1975-2019","Female",21
"Unspecified","45-49 years","1975-1977","Male and female",0
"Unspecified","45-49 years","1975-1977","Male",0
"Unspecified","45-49 years","1975-1977","Female",0
"Unspecified","45-49 years","1975-1977","Male and female",0
"Unspecified","45-49 years","1975-1977","Male",0
"Unspecified","45-49 years","1975-1977","Female",0
"Unspecified","45-49 years","1975-1977","Male and female",0
"Unspecified","45-49 years","1975-1977","Male",0
"Unspecified","45-49 years","1975-1977","Female",0
"Unspecified","45-49 years","1978-1980","Male and female",0
"Unspecified","45-49 years","1978-1980","Male",0
"Unspecified","45-49 years","1978-1980","Female",0
"Unspecified","45-49 years","1978-1980","Male and female",0
"Unspecified","45-49 years","1978-1980","Male",0
"Unspecified","45-49 years","1978-1980","Female",0
"Unspecified","45-49 years","1978-1980","Male and female",0
"Unspecified","45-49 years","1978-1980","Male",0
"Unspecified","45-49 years","1978-1980","Female",0
"Unspecified","45-49 years","1981-1983","Male and female",0
"Unspecified","45-49 years","1981-1983","Male",0
"Unspecified","45-49 years","1981-1983","Female",0
"Unspecified","45-49 years","1981-1983","Male and female",0
"Unspecified","45-49 years","1981-1983","Male",0
"Unspecified","45-49 years","1981-1983","Female",0
"Unspecified","45-49 years","1981-1983","Male and female",0
"Unspecified","45-49 years","1981-1983","Male",0
"Unspecified","45-49 years","1981-1983","Female",0
"Unspecified","45-49 years","1984-1986","Male and female",0
"Unspecified","45-49 years","1984-1986","Male",0
"Unspecified","45-49 years","1984-1986","Female",0
"Unspecified","45-49 years","1984-1986","Male and female",0
"Unspecified","45-49 years","1984-1986","Male",0
"Unspecified","45-49 years","1984-1986","Female",0
"Unspecified","45-49 years","1984-1986","Male and female",0
"Unspecified","45-49 years","1984-1986","Male",0
"Unspecified","45-49 years","1984-1986","Female",0
"Unspecified","45-49 years","1987-1989","Male and female",1
"Unspecified","45-49 years","1987-1989","Male",0
"Unspecified","45-49 years","1987-1989","Female",1
"Unspecified","45-49 years","1987-1989","Male and female",0
"Unspecified","45-49 years","1987-1989","Male",0
"Unspecified","45-49 years","1987-1989","Female",0
"Unspecified","45-49 years","1987-1989","Male and female",0
"Unspecified","45-49 years","1987-1989","Male",0
"Unspecified","45-49 years","1987-1989","Female",0
"Unspecified","45-49 years","1990-1992","Male and female",0
"Unspecified","45-49 years","1990-1992","Male",0
"Unspecified","45-49 years","1990-1992","Female",0
"Unspecified","45-49 years","1990-1992","Male and female",0
"Unspecified","45-49 years","1990-1992","Male",0
"Unspecified","45-49 years","1990-1992","Female",0
"Unspecified","45-49 years","1990-1992","Male and female",1
"Unspecified","45-49 years","1990-1992","Male",0
"Unspecified","45-49 years","1990-1992","Female",1
"Unspecified","45-49 years","1993-1995","Male and female",1
"Unspecified","45-49 years","1993-1995","Male",1
"Unspecified","45-49 years","1993-1995","Female",0
"Unspecified","45-49 years","1993-1995","Male and female",0
"Unspecified","45-49 years","1993-1995","Male",0
"Unspecified","45-49 years","1993-1995","Female",0
"Unspecified","45-49 years","1993-1995","Male and female",0
"Unspecified","45-49 years","1993-1995","Male",0
"Unspecified","45-49 years","1993-1995","Female",0
"Unspecified","45-49 years","1996-1998","Male and female",0
"Unspecified","45-49 years","1996-1998","Male",0
"Unspecified","45-49 years","1996-1998","Female",0
"Unspecified","45-49 years","1996-1998","Male and female",0
"Unspecified","45-49 years","1996-1998","Male",0
"Unspecified","45-49 years","1996-1998","Female",0
"Unspecified","45-49 years","1996-1998","Male and female",2
"Unspecified","45-49 years","1996-1998","Male",1
"Unspecified","45-49 years","1996-1998","Female",1
"Unspecified","45-49 years","1999-2001","Male and female",1
"Unspecified","45-49 years","1999-2001","Male",1
"Unspecified","45-49 years","1999-2001","Female",0
"Unspecified","45-49 years","1999-2001","Male and female",0
"Unspecified","45-49 years","1999-2001","Male",0
"Unspecified","45-49 years","1999-2001","Female",0
"Unspecified","45-49 years","1999-2001","Male and female",1
"Unspecified","45-49 years","1999-2001","Male",1
"Unspecified","45-49 years","1999-2001","Female",0
"Unspecified","45-49 years","2002-2004","Male and female",1
"Unspecified","45-49 years","2002-2004","Male",0
"Unspecified","45-49 years","2002-2004","Female",1
"Unspecified","45-49 years","2002-2004","Male and female",0
"Unspecified","45-49 years","2002-2004","Male",0
"Unspecified","45-49 years","2002-2004","Female",0
"Unspecified","45-49 years","2002-2004","Male and female",3
"Unspecified","45-49 years","2002-2004","Male",1
"Unspecified","45-49 years","2002-2004","Female",2
"Unspecified","45-49 years","2005-2007","Male and female",0
"Unspecified","45-49 years","2005-2007","Male",0
"Unspecified","45-49 years","2005-2007","Female",0
"Unspecified","45-49 years","2005-2007","Male and female",3
"Unspecified","45-49 years","2005-2007","Male",2
"Unspecified","45-49 years","2005-2007","Female",1
"Unspecified","45-49 years","2005-2007","Male and female",3
"Unspecified","45-49 years","2005-2007","Male",3
"Unspecified","45-49 years","2005-2007","Female",0
"Unspecified","45-49 years","2008-2010","Male and female",2
"Unspecified","45-49 years","2008-2010","Male",2
"Unspecified","45-49 years","2008-2010","Female",0
"Unspecified","45-49 years","2008-2010","Male and female",3
"Unspecified","45-49 years","2008-2010","Male",1
"Unspecified","45-49 years","2008-2010","Female",2
"Unspecified","45-49 years","2008-2010","Male and female",2
"Unspecified","45-49 years","2008-2010","Male",1
"Unspecified","45-49 years","2008-2010","Female",1
"Unspecified","45-49 years","2011-2013","Male and female",2
"Unspecified","45-49 years","2011-2013","Male",1
"Unspecified","45-49 years","2011-2013","Female",1
"Unspecified","45-49 years","2011-2013","Male and female",3
"Unspecified","45-49 years","2011-2013","Male",2
"Unspecified","45-49 years","2011-2013","Female",1
"Unspecified","45-49 years","2011-2013","Male and female",4
"Unspecified","45-49 years","2011-2013","Male",0
"Unspecified","45-49 years","2011-2013","Female",4
"Unspecified","45-49 years","2014-2016","Male and female",0
"Unspecified","45-49 years","2014-2016","Male",0
"Unspecified","45-49 years","2014-2016","Female",0
"Unspecified","45-49 years","2014-2016","Male and female",2
"Unspecified","45-49 years","2014-2016","Male",1
"Unspecified","45-49 years","2014-2016","Female",1
"Unspecified","45-49 years","2014-2016","Male and female",2
"Unspecified","45-49 years","2014-2016","Male",1
"Unspecified","45-49 years","2014-2016","Female",1
"Unspecified","45-49 years","2017-2019","Male and female",3
"Unspecified","45-49 years","2017-2019","Male",3
"Unspecified","45-49 years","2017-2019","Female",0
"Unspecified","45-49 years","2017-2019","Male and female",4
"Unspecified","45-49 years","2017-2019","Male",3
"Unspecified","45-49 years","2017-2019","Female",1
"Unspecified","45-49 years","2017-2019","Male and female",7
"Unspecified","45-49 years","2017-2019","Male",5
"Unspecified","45-49 years","2017-2019","Female",2
"Unspecified","50-54 years","1975-2019","Male and female",82
"Unspecified","50-54 years","1975-2019","Male",53
"Unspecified","50-54 years","1975-2019","Female",29
"Unspecified","50-54 years","1975-1977","Male and female",0
"Unspecified","50-54 years","1975-1977","Male",0
"Unspecified","50-54 years","1975-1977","Female",0
"Unspecified","50-54 years","1975-1977","Male and female",1
"Unspecified","50-54 years","1975-1977","Male",0
"Unspecified","50-54 years","1975-1977","Female",1
"Unspecified","50-54 years","1975-1977","Male and female",0
"Unspecified","50-54 years","1975-1977","Male",0
"Unspecified","50-54 years","1975-1977","Female",0
"Unspecified","50-54 years","1978-1980","Male and female",1
"Unspecified","50-54 years","1978-1980","Male",1
"Unspecified","50-54 years","1978-1980","Female",0
"Unspecified","50-54 years","1978-1980","Male and female",0
"Unspecified","50-54 years","1978-1980","Male",0
"Unspecified","50-54 years","1978-1980","Female",0
"Unspecified","50-54 years","1978-1980","Male and female",0
"Unspecified","50-54 years","1978-1980","Male",0
"Unspecified","50-54 years","1978-1980","Female",0
"Unspecified","50-54 years","1981-1983","Male and female",0
"Unspecified","50-54 years","1981-1983","Male",0
"Unspecified","50-54 years","1981-1983","Female",0
"Unspecified","50-54 years","1981-1983","Male and female",0
"Unspecified","50-54 years","1981-1983","Male",0
"Unspecified","50-54 years","1981-1983","Female",0
"Unspecified","50-54 years","1981-1983","Male and female",0
"Unspecified","50-54 years","1981-1983","Male",0
"Unspecified","50-54 years","1981-1983","Female",0
"Unspecified","50-54 years","1984-1986","Male and female",0
"Unspecified","50-54 years","1984-1986","Male",0
"Unspecified","50-54 years","1984-1986","Female",0
"Unspecified","50-54 years","1984-1986","Male and female",1
"Unspecified","50-54 years","1984-1986","Male",0
"Unspecified","50-54 years","1984-1986","Female",1
"Unspecified","50-54 years","1984-1986","Male and female",2
"Unspecified","50-54 years","1984-1986","Male",2
"Unspecified","50-54 years","1984-1986","Female",0
"Unspecified","50-54 years","1987-1989","Male and female",0
"Unspecified","50-54 years","1987-1989","Male",0
"Unspecified","50-54 years","1987-1989","Female",0
"Unspecified","50-54 years","1987-1989","Male and female",0
"Unspecified","50-54 years","1987-1989","Male",0
"Unspecified","50-54 years","1987-1989","Female",0
"Unspecified","50-54 years","1987-1989","Male and female",0
"Unspecified","50-54 years","1987-1989","Male",0
"Unspecified","50-54 years","1987-1989","Female",0
"Unspecified","50-54 years","1990-1992","Male and female",0
"Unspecified","50-54 years","1990-1992","Male",0
"Unspecified","50-54 years","1990-1992","Female",0
"Unspecified","50-54 years","1990-1992","Male and female",0
"Unspecified","50-54 years","1990-1992","Male",0
"Unspecified","50-54 years","1990-1992","Female",0
"Unspecified","50-54 years","1990-1992","Male and female",1
"Unspecified","50-54 years","1990-1992","Male",0
"Unspecified","50-54 years","1990-1992","Female",1
"Unspecified","50-54 years","1993-1995","Male and female",1
"Unspecified","50-54 years","1993-1995","Male",0
"Unspecified","50-54 years","1993-1995","Female",1
"Unspecified","50-54 years","1993-1995","Male and female",0
"Unspecified","50-54 years","1993-1995","Male",0
"Unspecified","50-54 years","1993-1995","Female",0
"Unspecified","50-54 years","1993-1995","Male and female",0
"Unspecified","50-54 years","1993-1995","Male",0
"Unspecified","50-54 years","1993-1995","Female",0
"Unspecified","50-54 years","1996-1998","Male and female",0
"Unspecified","50-54 years","1996-1998","Male",0
"Unspecified","50-54 years","1996-1998","Female",0
"Unspecified","50-54 years","1996-1998","Male and female",1
"Unspecified","50-54 years","1996-1998","Male",1
"Unspecified","50-54 years","1996-1998","Female",0
"Unspecified","50-54 years","1996-1998","Male and female",1
"Unspecified","50-54 years","1996-1998","Male",1
