Race,Age.Group,Year.of.Death,Sex,State,Count
Unspecified,85+ years,1969-1971,Female,New Jersey, 
Unspecified,85+ years,1969-1971,Female,New Mexico, 
Unspecified,85+ years,1969-1971,Female,New York, 
Unspecified,85+ years,1969-1971,Female,Texas, 
Unspecified,85+ years,1969-1971,Female,Utah, 
Unspecified,85+ years,1969-1971,Female,Washington, 
Unspecified,85+ years,1972-1974,Male and female,Arizona, 
Unspecified,85+ years,1972-1974,Male and female,California, 
Unspecified,85+ years,1972-1974,Male and female,Connecticut, 
Unspecified,85+ years,1972-1974,Male and female,Georgia, 
Unspecified,85+ years,1972-1974,Male and female,Illinois, 
Unspecified,85+ years,1972-1974,Male and female,Iowa, 
Unspecified,85+ years,1972-1974,Male and female,Kentucky, 
Unspecified,85+ years,1972-1974,Male and female,Louisiana, 
Unspecified,85+ years,1972-1974,Male and female,Massachusetts, 
Unspecified,85+ years,1972-1974,Male and female,New Jersey, 
Unspecified,85+ years,1972-1974,Male and female,New Mexico, 
Unspecified,85+ years,1972-1974,Male and female,New York, 
Unspecified,85+ years,1972-1974,Male and female,Texas, 
Unspecified,85+ years,1972-1974,Male and female,Utah, 
Unspecified,85+ years,1972-1974,Male and female,Washington, 
Unspecified,85+ years,1972-1974,Male,Arizona, 
Unspecified,85+ years,1972-1974,Male,California, 
Unspecified,85+ years,1972-1974,Male,Connecticut, 
Unspecified,85+ years,1972-1974,Male,Georgia, 
Unspecified,85+ years,1972-1974,Male,Illinois, 
Unspecified,85+ years,1972-1974,Male,Iowa, 
Unspecified,85+ years,1972-1974,Male,Kentucky, 
Unspecified,85+ years,1972-1974,Male,Louisiana, 
Unspecified,85+ years,1972-1974,Male,Massachusetts, 
Unspecified,85+ years,1972-1974,Male,New Jersey, 
Unspecified,85+ years,1972-1974,Male,New Mexico, 
Unspecified,85+ years,1972-1974,Male,New York, 
Unspecified,85+ years,1972-1974,Male,Texas, 
Unspecified,85+ years,1972-1974,Male,Utah, 
Unspecified,85+ years,1972-1974,Male,Washington, 
Unspecified,85+ years,1972-1974,Female,Arizona, 
Unspecified,85+ years,1972-1974,Female,California, 
Unspecified,85+ years,1972-1974,Female,Connecticut, 
Unspecified,85+ years,1972-1974,Female,Georgia, 
Unspecified,85+ years,1972-1974,Female,Illinois, 
Unspecified,85+ years,1972-1974,Female,Iowa, 
Unspecified,85+ years,1972-1974,Female,Kentucky, 
Unspecified,85+ years,1972-1974,Female,Louisiana, 
Unspecified,85+ years,1972-1974,Female,Massachusetts, 
Unspecified,85+ years,1972-1974,Female,New Jersey, 
Unspecified,85+ years,1972-1974,Female,New Mexico, 
Unspecified,85+ years,1972-1974,Female,New York, 
Unspecified,85+ years,1972-1974,Female,Texas, 
Unspecified,85+ years,1972-1974,Female,Utah, 
Unspecified,85+ years,1972-1974,Female,Washington, 
Unspecified,85+ years,1975-1977,Male and female,Arizona, 
Unspecified,85+ years,1975-1977,Male and female,California, 
Unspecified,85+ years,1975-1977,Male and female,Connecticut, 
Unspecified,85+ years,1975-1977,Male and female,Georgia, 
Unspecified,85+ years,1975-1977,Male and female,Illinois, 
Unspecified,85+ years,1975-1977,Male and female,Iowa, 
Unspecified,85+ years,1975-1977,Male and female,Kentucky, 
Unspecified,85+ years,1975-1977,Male and female,Louisiana, 
Unspecified,85+ years,1975-1977,Male and female,Massachusetts, 
Unspecified,85+ years,1975-1977,Male and female,New Jersey, 
Unspecified,85+ years,1975-1977,Male and female,New Mexico, 
Unspecified,85+ years,1975-1977,Male and female,New York, 
Unspecified,85+ years,1975-1977,Male and female,Texas, 
Unspecified,85+ years,1975-1977,Male and female,Utah, 
Unspecified,85+ years,1975-1977,Male and female,Washington, 
Unspecified,85+ years,1975-1977,Male,Arizona, 
Unspecified,85+ years,1975-1977,Male,California, 
Unspecified,85+ years,1975-1977,Male,Connecticut, 
Unspecified,85+ years,1975-1977,Male,Georgia, 
Unspecified,85+ years,1975-1977,Male,Illinois, 
Unspecified,85+ years,1975-1977,Male,Iowa, 
Unspecified,85+ years,1975-1977,Male,Kentucky, 
Unspecified,85+ years,1975-1977,Male,Louisiana, 
Unspecified,85+ years,1975-1977,Male,Massachusetts, 
Unspecified,85+ years,1975-1977,Male,New Jersey, 
Unspecified,85+ years,1975-1977,Male,New Mexico, 
Unspecified,85+ years,1975-1977,Male,New York, 
Unspecified,85+ years,1975-1977,Male,Texas, 
Unspecified,85+ years,1975-1977,Male,Utah, 
Unspecified,85+ years,1975-1977,Male,Washington, 
Unspecified,85+ years,1975-1977,Female,Arizona, 
Unspecified,85+ years,1975-1977,Female,California, 
Unspecified,85+ years,1975-1977,Female,Connecticut, 
Unspecified,85+ years,1975-1977,Female,Georgia, 
Unspecified,85+ years,1975-1977,Female,Illinois, 
Unspecified,85+ years,1975-1977,Female,Iowa, 
Unspecified,85+ years,1975-1977,Female,Kentucky, 
Unspecified,85+ years,1975-1977,Female,Louisiana, 
Unspecified,85+ years,1975-1977,Female,Massachusetts, 
Unspecified,85+ years,1975-1977,Female,New Jersey, 
Unspecified,85+ years,1975-1977,Female,New Mexico, 
Unspecified,85+ years,1975-1977,Female,New York, 
Unspecified,85+ years,1975-1977,Female,Texas, 
Unspecified,85+ years,1975-1977,Female,Utah, 
Unspecified,85+ years,1975-1977,Female,Washington, 
Unspecified,85+ years,1978-1980,Male and female,Arizona, 
Unspecified,85+ years,1978-1980,Male and female,California, 
Unspecified,85+ years,1978-1980,Male and female,Connecticut, 
Unspecified,85+ years,1978-1980,Male and female,Georgia, 
Unspecified,85+ years,1978-1980,Male and female,Illinois, 
Unspecified,85+ years,1978-1980,Male and female,Iowa, 
Unspecified,85+ years,1978-1980,Male and female,Kentucky, 
Unspecified,85+ years,1978-1980,Male and female,Louisiana, 
Unspecified,85+ years,1978-1980,Male and female,Massachusetts, 
Unspecified,85+ years,1978-1980,Male and female,New Jersey, 
Unspecified,85+ years,1978-1980,Male and female,New Mexico, 
Unspecified,85+ years,1978-1980,Male and female,New York, 
Unspecified,85+ years,1978-1980,Male and female,Texas, 
Unspecified,85+ years,1978-1980,Male and female,Utah, 
Unspecified,85+ years,1978-1980,Male and female,Washington, 
Unspecified,85+ years,1978-1980,Male,Arizona, 
Unspecified,85+ years,1978-1980,Male,California, 
Unspecified,85+ years,1978-1980,Male,Connecticut, 
Unspecified,85+ years,1978-1980,Male,Georgia, 
Unspecified,85+ years,1978-1980,Male,Illinois, 
Unspecified,85+ years,1978-1980,Male,Iowa, 
Unspecified,85+ years,1978-1980,Male,Kentucky, 
Unspecified,85+ years,1978-1980,Male,Louisiana, 
Unspecified,85+ years,1978-1980,Male,Massachusetts, 
Unspecified,85+ years,1978-1980,Male,New Jersey, 
Unspecified,85+ years,1978-1980,Male,New Mexico, 
Unspecified,85+ years,1978-1980,Male,New York, 
Unspecified,85+ years,1978-1980,Male,Texas, 
Unspecified,85+ years,1978-1980,Male,Utah, 
Unspecified,85+ years,1978-1980,Male,Washington, 
Unspecified,85+ years,1978-1980,Female,Arizona, 
Unspecified,85+ years,1978-1980,Female,California, 
Unspecified,85+ years,1978-1980,Female,Connecticut, 
Unspecified,85+ years,1978-1980,Female,Georgia, 
Unspecified,85+ years,1978-1980,Female,Illinois, 
Unspecified,85+ years,1978-1980,Female,Iowa, 
Unspecified,85+ years,1978-1980,Female,Kentucky, 
Unspecified,85+ years,1978-1980,Female,Louisiana, 
Unspecified,85+ years,1978-1980,Female,Massachusetts, 
Unspecified,85+ years,1978-1980,Female,New Jersey, 
Unspecified,85+ years,1978-1980,Female,New Mexico, 
Unspecified,85+ years,1978-1980,Female,New York, 
Unspecified,85+ years,1978-1980,Female,Texas, 
Unspecified,85+ years,1978-1980,Female,Utah, 
Unspecified,85+ years,1978-1980,Female,Washington, 
Unspecified,85+ years,1981-1983,Male and female,Arizona, 
Unspecified,85+ years,1981-1983,Male and female,California, 
Unspecified,85+ years,1981-1983,Male and female,Connecticut, 
Unspecified,85+ years,1981-1983,Male and female,Georgia, 
Unspecified,85+ years,1981-1983,Male and female,Illinois, 
Unspecified,85+ years,1981-1983,Male and female,Iowa, 
Unspecified,85+ years,1981-1983,Male and female,Kentucky, 
Unspecified,85+ years,1981-1983,Male and female,Louisiana, 
Unspecified,85+ years,1981-1983,Male and female,Massachusetts, 
Unspecified,85+ years,1981-1983,Male and female,New Jersey, 
Unspecified,85+ years,1981-1983,Male and female,New Mexico, 
Unspecified,85+ years,1981-1983,Male and female,New York, 
Unspecified,85+ years,1981-1983,Male and female,Texas, 
Unspecified,85+ years,1981-1983,Male and female,Utah, 
Unspecified,85+ years,1981-1983,Male and female,Washington, 
Unspecified,85+ years,1981-1983,Male,Arizona, 
Unspecified,85+ years,1981-1983,Male,California, 
Unspecified,85+ years,1981-1983,Male,Connecticut, 
Unspecified,85+ years,1981-1983,Male,Georgia, 
Unspecified,85+ years,1981-1983,Male,Illinois, 
Unspecified,85+ years,1981-1983,Male,Iowa, 
Unspecified,85+ years,1981-1983,Male,Kentucky, 
Unspecified,85+ years,1981-1983,Male,Louisiana, 
Unspecified,85+ years,1981-1983,Male,Massachusetts, 
Unspecified,85+ years,1981-1983,Male,New Jersey, 
Unspecified,85+ years,1981-1983,Male,New Mexico, 
Unspecified,85+ years,1981-1983,Male,New York, 
Unspecified,85+ years,1981-1983,Male,Texas, 
Unspecified,85+ years,1981-1983,Male,Utah, 
Unspecified,85+ years,1981-1983,Male,Washington, 
Unspecified,85+ years,1981-1983,Female,Arizona, 
Unspecified,85+ years,1981-1983,Female,California, 
Unspecified,85+ years,1981-1983,Female,Connecticut, 
Unspecified,85+ years,1981-1983,Female,Georgia, 
Unspecified,85+ years,1981-1983,Female,Illinois, 
Unspecified,85+ years,1981-1983,Female,Iowa, 
Unspecified,85+ years,1981-1983,Female,Kentucky, 
Unspecified,85+ years,1981-1983,Female,Louisiana, 
Unspecified,85+ years,1981-1983,Female,Massachusetts, 
Unspecified,85+ years,1981-1983,Female,New Jersey, 
Unspecified,85+ years,1981-1983,Female,New Mexico, 
Unspecified,85+ years,1981-1983,Female,New York, 
Unspecified,85+ years,1981-1983,Female,Texas, 
Unspecified,85+ years,1981-1983,Female,Utah, 
Unspecified,85+ years,1981-1983,Female,Washington, 
Unspecified,85+ years,1984-1986,Male and female,Arizona, 
Unspecified,85+ years,1984-1986,Male and female,California, 
Unspecified,85+ years,1984-1986,Male and female,Connecticut, 
Unspecified,85+ years,1984-1986,Male and female,Georgia, 
Unspecified,85+ years,1984-1986,Male and female,Illinois, 
Unspecified,85+ years,1984-1986,Male and female,Iowa, 
Unspecified,85+ years,1984-1986,Male and female,Kentucky, 
Unspecified,85+ years,1984-1986,Male and female,Louisiana, 
Unspecified,85+ years,1984-1986,Male and female,Massachusetts, 
Unspecified,85+ years,1984-1986,Male and female,New Jersey, 
Unspecified,85+ years,1984-1986,Male and female,New Mexico, 
Unspecified,85+ years,1984-1986,Male and female,New York, 
Unspecified,85+ years,1984-1986,Male and female,Texas, 
Unspecified,85+ years,1984-1986,Male and female,Utah, 
Unspecified,85+ years,1984-1986,Male and female,Washington, 
Unspecified,85+ years,1984-1986,Male,Arizona, 
Unspecified,85+ years,1984-1986,Male,California, 
Unspecified,85+ years,1984-1986,Male,Connecticut, 
Unspecified,85+ years,1984-1986,Male,Georgia, 
Unspecified,85+ years,1984-1986,Male,Illinois, 
Unspecified,85+ years,1984-1986,Male,Iowa, 
Unspecified,85+ years,1984-1986,Male,Kentucky, 
Unspecified,85+ years,1984-1986,Male,Louisiana, 
Unspecified,85+ years,1984-1986,Male,Massachusetts, 
Unspecified,85+ years,1984-1986,Male,New Jersey, 
Unspecified,85+ years,1984-1986,Male,New Mexico, 
Unspecified,85+ years,1984-1986,Male,New York, 
Unspecified,85+ years,1984-1986,Male,Texas, 
Unspecified,85+ years,1984-1986,Male,Utah, 
Unspecified,85+ years,1984-1986,Male,Washington, 
Unspecified,85+ years,1984-1986,Female,Arizona, 
Unspecified,85+ years,1984-1986,Female,California, 
Unspecified,85+ years,1984-1986,Female,Connecticut, 
Unspecified,85+ years,1984-1986,Female,Georgia, 
Unspecified,85+ years,1984-1986,Female,Illinois, 
Unspecified,85+ years,1984-1986,Female,Iowa, 
Unspecified,85+ years,1984-1986,Female,Kentucky, 
Unspecified,85+ years,1984-1986,Female,Louisiana, 
Unspecified,85+ years,1984-1986,Female,Massachusetts, 
Unspecified,85+ years,1984-1986,Female,New Jersey, 
Unspecified,85+ years,1984-1986,Female,New Mexico, 
Unspecified,85+ years,1984-1986,Female,New York, 
Unspecified,85+ years,1984-1986,Female,Texas, 
Unspecified,85+ years,1984-1986,Female,Utah, 
Unspecified,85+ years,1984-1986,Female,Washington, 
Unspecified,85+ years,1987-1989,Male and female,Arizona, 
Unspecified,85+ years,1987-1989,Male and female,California, 
Unspecified,85+ years,1987-1989,Male and female,Connecticut, 
Unspecified,85+ years,1987-1989,Male and female,Georgia, 
Unspecified,85+ years,1987-1989,Male and female,Illinois, 
Unspecified,85+ years,1987-1989,Male and female,Iowa, 
Unspecified,85+ years,1987-1989,Male and female,Kentucky, 
Unspecified,85+ years,1987-1989,Male and female,Louisiana, 
Unspecified,85+ years,1987-1989,Male and female,Massachusetts, 
Unspecified,85+ years,1987-1989,Male and female,New Jersey, 
Unspecified,85+ years,1987-1989,Male and female,New Mexico, 
Unspecified,85+ years,1987-1989,Male and female,New York, 
Unspecified,85+ years,1987-1989,Male and female,Texas, 
Unspecified,85+ years,1987-1989,Male and female,Utah, 
Unspecified,85+ years,1987-1989,Male and female,Washington, 
Unspecified,85+ years,1987-1989,Male,Arizona, 
Unspecified,85+ years,1987-1989,Male,California, 
Unspecified,85+ years,1987-1989,Male,Connecticut, 
Unspecified,85+ years,1987-1989,Male,Georgia, 
Unspecified,85+ years,1987-1989,Male,Illinois, 
Unspecified,85+ years,1987-1989,Male,Iowa, 
Unspecified,85+ years,1987-1989,Male,Kentucky, 
Unspecified,85+ years,1987-1989,Male,Louisiana, 
Unspecified,85+ years,1987-1989,Male,Massachusetts, 
Unspecified,85+ years,1987-1989,Male,New Jersey, 
Unspecified,85+ years,1987-1989,Male,New Mexico, 
Unspecified,85+ years,1987-1989,Male,New York, 
Unspecified,85+ years,1987-1989,Male,Texas, 
Unspecified,85+ years,1987-1989,Male,Utah, 
Unspecified,85+ years,1987-1989,Male,Washington, 
Unspecified,85+ years,1987-1989,Female,Arizona, 
Unspecified,85+ years,1987-1989,Female,California, 
Unspecified,85+ years,1987-1989,Female,Connecticut, 
Unspecified,85+ years,1987-1989,Female,Georgia, 
Unspecified,85+ years,1987-1989,Female,Illinois, 
Unspecified,85+ years,1987-1989,Female,Iowa, 
Unspecified,85+ years,1987-1989,Female,Kentucky, 
Unspecified,85+ years,1987-1989,Female,Louisiana, 
Unspecified,85+ years,1987-1989,Female,Massachusetts, 
Unspecified,85+ years,1987-1989,Female,New Jersey, 
Unspecified,85+ years,1987-1989,Female,New Mexico, 
Unspecified,85+ years,1987-1989,Female,New York, 
Unspecified,85+ years,1987-1989,Female,Texas, 
Unspecified,85+ years,1987-1989,Female,Utah, 
Unspecified,85+ years,1987-1989,Female,Washington, 
Unspecified,85+ years,1990-1992,Male and female,Arizona, 
Unspecified,85+ years,1990-1992,Male and female,California, 
Unspecified,85+ years,1990-1992,Male and female,Connecticut, 
Unspecified,85+ years,1990-1992,Male and female,Georgia, 
Unspecified,85+ years,1990-1992,Male and female,Illinois, 
Unspecified,85+ years,1990-1992,Male and female,Iowa, 
Unspecified,85+ years,1990-1992,Male and female,Kentucky, 
Unspecified,85+ years,1990-1992,Male and female,Louisiana, 
Unspecified,85+ years,1990-1992,Male and female,Massachusetts, 
Unspecified,85+ years,1990-1992,Male and female,New Jersey, 
Unspecified,85+ years,1990-1992,Male and female,New Mexico, 
Unspecified,85+ years,1990-1992,Male and female,New York, 
Unspecified,85+ years,1990-1992,Male and female,Texas, 
Unspecified,85+ years,1990-1992,Male and female,Utah, 
Unspecified,85+ years,1990-1992,Male and female,Washington, 
Unspecified,85+ years,1990-1992,Male,Arizona, 
Unspecified,85+ years,1990-1992,Male,California, 
Unspecified,85+ years,1990-1992,Male,Connecticut, 
Unspecified,85+ years,1990-1992,Male,Georgia, 
Unspecified,85+ years,1990-1992,Male,Illinois, 
Unspecified,85+ years,1990-1992,Male,Iowa, 
Unspecified,85+ years,1990-1992,Male,Kentucky, 
Unspecified,85+ years,1990-1992,Male,Louisiana, 
Unspecified,85+ years,1990-1992,Male,Massachusetts, 
Unspecified,85+ years,1990-1992,Male,New Jersey, 
Unspecified,85+ years,1990-1992,Male,New Mexico, 
Unspecified,85+ years,1990-1992,Male,New York, 
Unspecified,85+ years,1990-1992,Male,Texas, 
Unspecified,85+ years,1990-1992,Male,Utah, 
Unspecified,85+ years,1990-1992,Male,Washington, 
Unspecified,85+ years,1990-1992,Female,Arizona, 
Unspecified,85+ years,1990-1992,Female,California, 
Unspecified,85+ years,1990-1992,Female,Connecticut, 
Unspecified,85+ years,1990-1992,Female,Georgia, 
Unspecified,85+ years,1990-1992,Female,Illinois, 
Unspecified,85+ years,1990-1992,Female,Iowa, 
Unspecified,85+ years,1990-1992,Female,Kentucky, 
Unspecified,85+ years,1990-1992,Female,Louisiana, 
Unspecified,85+ years,1990-1992,Female,Massachusetts, 
Unspecified,85+ years,1990-1992,Female,New Jersey, 
Unspecified,85+ years,1990-1992,Female,New Mexico, 
Unspecified,85+ years,1990-1992,Female,New York, 
Unspecified,85+ years,1990-1992,Female,Texas, 
Unspecified,85+ years,1990-1992,Female,Utah, 
Unspecified,85+ years,1990-1992,Female,Washington, 
Unspecified,85+ years,1993-1995,Male and female,Arizona, 
Unspecified,85+ years,1993-1995,Male and female,California, 
Unspecified,85+ years,1993-1995,Male and female,Connecticut, 
Unspecified,85+ years,1993-1995,Male and female,Georgia, 
Unspecified,85+ years,1993-1995,Male and female,Illinois, 
Unspecified,85+ years,1993-1995,Male and female,Iowa, 
Unspecified,85+ years,1993-1995,Male and female,Kentucky, 
Unspecified,85+ years,1993-1995,Male and female,Louisiana, 
Unspecified,85+ years,1993-1995,Male and female,Massachusetts, 
Unspecified,85+ years,1993-1995,Male and female,New Jersey, 
Unspecified,85+ years,1993-1995,Male and female,New Mexico, 
Unspecified,85+ years,1993-1995,Male and female,New York, 
Unspecified,85+ years,1993-1995,Male and female,Texas, 
Unspecified,85+ years,1993-1995,Male and female,Utah, 
Unspecified,85+ years,1993-1995,Male and female,Washington, 
Unspecified,85+ years,1993-1995,Male,Arizona, 
Unspecified,85+ years,1993-1995,Male,California, 
Unspecified,85+ years,1993-1995,Male,Connecticut, 
Unspecified,85+ years,1993-1995,Male,Georgia, 
Unspecified,85+ years,1993-1995,Male,Illinois, 
Unspecified,85+ years,1993-1995,Male,Iowa, 
Unspecified,85+ years,1993-1995,Male,Kentucky, 
Unspecified,85+ years,1993-1995,Male,Louisiana, 
Unspecified,85+ years,1993-1995,Male,Massachusetts, 
Unspecified,85+ years,1993-1995,Male,New Jersey, 
Unspecified,85+ years,1993-1995,Male,New Mexico, 
Unspecified,85+ years,1993-1995,Male,New York, 
Unspecified,85+ years,1993-1995,Male,Texas, 
Unspecified,85+ years,1993-1995,Male,Utah, 
Unspecified,85+ years,1993-1995,Male,Washington, 
Unspecified,85+ years,1993-1995,Female,Arizona, 
Unspecified,85+ years,1993-1995,Female,California, 
Unspecified,85+ years,1993-1995,Female,Connecticut, 
Unspecified,85+ years,1993-1995,Female,Georgia, 
Unspecified,85+ years,1993-1995,Female,Illinois, 
Unspecified,85+ years,1993-1995,Female,Iowa, 
Unspecified,85+ years,1993-1995,Female,Kentucky, 
Unspecified,85+ years,1993-1995,Female,Louisiana, 
Unspecified,85+ years,1993-1995,Female,Massachusetts, 
Unspecified,85+ years,1993-1995,Female,New Jersey, 
Unspecified,85+ years,1993-1995,Female,New Mexico, 
Unspecified,85+ years,1993-1995,Female,New York, 
Unspecified,85+ years,1993-1995,Female,Texas, 
Unspecified,85+ years,1993-1995,Female,Utah, 
Unspecified,85+ years,1993-1995,Female,Washington, 
Unspecified,85+ years,1996-1998,Male and female,Arizona, 
Unspecified,85+ years,1996-1998,Male and female,California, 
Unspecified,85+ years,1996-1998,Male and female,Connecticut, 
Unspecified,85+ years,1996-1998,Male and female,Georgia, 
Unspecified,85+ years,1996-1998,Male and female,Illinois, 
Unspecified,85+ years,1996-1998,Male and female,Iowa, 
Unspecified,85+ years,1996-1998,Male and female,Kentucky, 
Unspecified,85+ years,1996-1998,Male and female,Louisiana, 
Unspecified,85+ years,1996-1998,Male and female,Massachusetts, 
Unspecified,85+ years,1996-1998,Male and female,New Jersey, 
Unspecified,85+ years,1996-1998,Male and female,New Mexico, 
Unspecified,85+ years,1996-1998,Male and female,New York, 
Unspecified,85+ years,1996-1998,Male and female,Texas, 
Unspecified,85+ years,1996-1998,Male and female,Utah, 
Unspecified,85+ years,1996-1998,Male and female,Washington, 
Unspecified,85+ years,1996-1998,Male,Arizona, 
Unspecified,85+ years,1996-1998,Male,California, 
Unspecified,85+ years,1996-1998,Male,Connecticut, 
Unspecified,85+ years,1996-1998,Male,Georgia, 
Unspecified,85+ years,1996-1998,Male,Illinois, 
Unspecified,85+ years,1996-1998,Male,Iowa, 
Unspecified,85+ years,1996-1998,Male,Kentucky, 
Unspecified,85+ years,1996-1998,Male,Louisiana, 
Unspecified,85+ years,1996-1998,Male,Massachusetts, 
Unspecified,85+ years,1996-1998,Male,New Jersey, 
Unspecified,85+ years,1996-1998,Male,New Mexico, 
Unspecified,85+ years,1996-1998,Male,New York, 
Unspecified,85+ years,1996-1998,Male,Texas, 
Unspecified,85+ years,1996-1998,Male,Utah, 
Unspecified,85+ years,1996-1998,Male,Washington, 
Unspecified,85+ years,1996-1998,Female,Arizona, 
Unspecified,85+ years,1996-1998,Female,California, 
Unspecified,85+ years,1996-1998,Female,Connecticut, 
Unspecified,85+ years,1996-1998,Female,Georgia, 
Unspecified,85+ years,1996-1998,Female,Illinois, 
Unspecified,85+ years,1996-1998,Female,Iowa, 
Unspecified,85+ years,1996-1998,Female,Kentucky, 
Unspecified,85+ years,1996-1998,Female,Louisiana, 
Unspecified,85+ years,1996-1998,Female,Massachusetts, 
Unspecified,85+ years,1996-1998,Female,New Jersey, 
Unspecified,85+ years,1996-1998,Female,New Mexico, 
Unspecified,85+ years,1996-1998,Female,New York, 
Unspecified,85+ years,1996-1998,Female,Texas, 
Unspecified,85+ years,1996-1998,Female,Utah, 
Unspecified,85+ years,1996-1998,Female,Washington, 
Unspecified,85+ years,1999-2001,Male and female,Arizona, 
Unspecified,85+ years,1999-2001,Male and female,California, 
Unspecified,85+ years,1999-2001,Male and female,Connecticut, 
Unspecified,85+ years,1999-2001,Male and female,Georgia, 
Unspecified,85+ years,1999-2001,Male and female,Illinois, 
Unspecified,85+ years,1999-2001,Male and female,Iowa, 
Unspecified,85+ years,1999-2001,Male and female,Kentucky, 
Unspecified,85+ years,1999-2001,Male and female,Louisiana, 
Unspecified,85+ years,1999-2001,Male and female,Massachusetts, 
Unspecified,85+ years,1999-2001,Male and female,New Jersey, 
Unspecified,85+ years,1999-2001,Male and female,New Mexico, 
Unspecified,85+ years,1999-2001,Male and female,New York, 
Unspecified,85+ years,1999-2001,Male and female,Texas, 
Unspecified,85+ years,1999-2001,Male and female,Utah, 
Unspecified,85+ years,1999-2001,Male and female,Washington, 
Unspecified,85+ years,1999-2001,Male,Arizona, 
Unspecified,85+ years,1999-2001,Male,California, 
Unspecified,85+ years,1999-2001,Male,Connecticut, 
Unspecified,85+ years,1999-2001,Male,Georgia, 
Unspecified,85+ years,1999-2001,Male,Illinois, 
Unspecified,85+ years,1999-2001,Male,Iowa, 
Unspecified,85+ years,1999-2001,Male,Kentucky, 
Unspecified,85+ years,1999-2001,Male,Louisiana, 
Unspecified,85+ years,1999-2001,Male,Massachusetts, 
Unspecified,85+ years,1999-2001,Male,New Jersey, 
Unspecified,85+ years,1999-2001,Male,New Mexico, 
Unspecified,85+ years,1999-2001,Male,New York, 
Unspecified,85+ years,1999-2001,Male,Texas, 
Unspecified,85+ years,1999-2001,Male,Utah, 
Unspecified,85+ years,1999-2001,Male,Washington, 
Unspecified,85+ years,1999-2001,Female,Arizona, 
Unspecified,85+ years,1999-2001,Female,California, 
Unspecified,85+ years,1999-2001,Female,Connecticut, 
Unspecified,85+ years,1999-2001,Female,Georgia, 
Unspecified,85+ years,1999-2001,Female,Illinois, 
Unspecified,85+ years,1999-2001,Female,Iowa, 
Unspecified,85+ years,1999-2001,Female,Kentucky, 
Unspecified,85+ years,1999-2001,Female,Louisiana, 
Unspecified,85+ years,1999-2001,Female,Massachusetts, 
Unspecified,85+ years,1999-2001,Female,New Jersey, 
Unspecified,85+ years,1999-2001,Female,New Mexico, 
Unspecified,85+ years,1999-2001,Female,New York, 
Unspecified,85+ years,1999-2001,Female,Texas, 
Unspecified,85+ years,1999-2001,Female,Utah, 
Unspecified,85+ years,1999-2001,Female,Washington, 
Unspecified,85+ years,2002-2004,Male and female,Arizona, 
Unspecified,85+ years,2002-2004,Male and female,California, 
Unspecified,85+ years,2002-2004,Male and female,Connecticut, 
Unspecified,85+ years,2002-2004,Male and female,Georgia, 
Unspecified,85+ years,2002-2004,Male and female,Illinois, 
Unspecified,85+ years,2002-2004,Male and female,Iowa, 
Unspecified,85+ years,2002-2004,Male and female,Kentucky, 
Unspecified,85+ years,2002-2004,Male and female,Louisiana, 
Unspecified,85+ years,2002-2004,Male and female,Massachusetts, 
Unspecified,85+ years,2002-2004,Male and female,New Jersey, 
Unspecified,85+ years,2002-2004,Male and female,New Mexico, 
Unspecified,85+ years,2002-2004,Male and female,New York, 
Unspecified,85+ years,2002-2004,Male and female,Texas, 
Unspecified,85+ years,2002-2004,Male and female,Utah, 
Unspecified,85+ years,2002-2004,Male and female,Washington, 
Unspecified,85+ years,2002-2004,Male,Arizona, 
Unspecified,85+ years,2002-2004,Male,California, 
Unspecified,85+ years,2002-2004,Male,Connecticut, 
Unspecified,85+ years,2002-2004,Male,Georgia, 
Unspecified,85+ years,2002-2004,Male,Illinois, 
Unspecified,85+ years,2002-2004,Male,Iowa, 
Unspecified,85+ years,2002-2004,Male,Kentucky, 
Unspecified,85+ years,2002-2004,Male,Louisiana, 
Unspecified,85+ years,2002-2004,Male,Massachusetts, 
Unspecified,85+ years,2002-2004,Male,New Jersey, 
Unspecified,85+ years,2002-2004,Male,New Mexico, 
Unspecified,85+ years,2002-2004,Male,New York, 
Unspecified,85+ years,2002-2004,Male,Texas, 
Unspecified,85+ years,2002-2004,Male,Utah, 
Unspecified,85+ years,2002-2004,Male,Washington, 
Unspecified,85+ years,2002-2004,Female,Arizona, 
Unspecified,85+ years,2002-2004,Female,California, 
Unspecified,85+ years,2002-2004,Female,Connecticut, 
Unspecified,85+ years,2002-2004,Female,Georgia, 
Unspecified,85+ years,2002-2004,Female,Illinois, 
Unspecified,85+ years,2002-2004,Female,Iowa, 
Unspecified,85+ years,2002-2004,Female,Kentucky, 
Unspecified,85+ years,2002-2004,Female,Louisiana, 
Unspecified,85+ years,2002-2004,Female,Massachusetts, 
Unspecified,85+ years,2002-2004,Female,New Jersey, 
Unspecified,85+ years,2002-2004,Female,New Mexico, 
Unspecified,85+ years,2002-2004,Female,New York, 
Unspecified,85+ years,2002-2004,Female,Texas, 
Unspecified,85+ years,2002-2004,Female,Utah, 
Unspecified,85+ years,2002-2004,Female,Washington, 
Unspecified,85+ years,2005-2007,Male and female,Arizona, 
Unspecified,85+ years,2005-2007,Male and female,California, 
Unspecified,85+ years,2005-2007,Male and female,Connecticut, 
Unspecified,85+ years,2005-2007,Male and female,Georgia, 
Unspecified,85+ years,2005-2007,Male and female,Illinois, 
